"","1","2","3","4","5","catch","name"
"1",31.1018135172822,23.0407901498514,17.0690371619174,12.6450537390452,36.143305428703,39,"name"
"2",29.2465870266582,14.4724019216304,10.7214190405747,7.94262257682331,22.702365654021,25,"name"
"3",27.0450287839328,14.3724385498114,7.11206771228421,5.26874934798314,15.0596447307182,12,"name"
"4",26.4063747376941,16.0164004528936,8.51153582188612,4.21185443868751,12.0387263304427,16,"name"
"5",25.6118298605403,14.2124571538068,8.62035805581548,4.58108465790152,8.74639874651377,17,"name"
"6",24.341968367582,12.9864131777801,7.20639024528251,4.37093062318444,6.7576665569062,21,"name"
"7",21.7957476202667,10.267191733401,5.47753542408695,3.03958123832596,4.69392775663715,22,"name"
"8",17.3040477371455,7.24199643038488,3.41144369896395,1.8200014369619,2.56958584360718,13,"name"
"9",15.086924277392,6.94537172771813,2.90673939553798,1.36926024346457,1.76186033799308,10,"name"
"10",14.6010816377673,6.62719176185379,3.05087434991106,1.27683542528492,1.37539873212607,6,"name"
"11",16.1057394363765,8.04784647535363,3.65278567610853,1.68158558337004,1.46186247327882,5,"name"
"12",18.5000460224618,9.71166811618074,4.85280507159338,2.20260872380573,1.89548107289481,6,"name"
"13",20.4645980669941,11.1570893403573,5.85695563592492,2.92665108342804,2.47149406715423,0,"name"
"14",23.6005842174461,15.1605319655809,8.26536680728341,4.33893511364094,3.99904028617304,6,"name"
"15",25.1720977398027,15.2978521624517,9.82702693190695,5.35759446974995,5.40465921628428,0,"name"
